user_id,username,email,password,first_name,last_name,date_of_birth
52,maxmurphy,maxmurphy@example.com,REDACTED,Max,Murphy,2000-12-16
53,cameronflores,cameronflores@example.com,REDACTED,Cameron,Flores,2001-02-15
54,caseyreyes,caseyreyes@example.com,REDACTED,Casey,Reyes,1995-09-15
55,omarpark,omarpark@example.com,REDACTED,Omar,Park,1997-06-21
56,averygarcia,averygarcia@example.com,REDACTED,Avery,Garcia,2004-01-28
57,morganramos,morganramos@example.com,REDACTED,Morgan,Ramos,2000-08-01
58,camerondiaz,camerondiaz@example.com,REDACTED,Cameron,Diaz,1995-11-19
59,irachen,irachen@example.com,REDACTED,Ira,Chen,1998-11-05
60,blakeramos,blakeramos@example.com,REDACTED,Blake,Ramos,1995-06-01
61,evangray,evangray@example.com,REDACTED,Evan,Gray,2003-05-28
62,zoeramirez,zoeramirez@example.com,REDACTED,Zoe,Ramirez,1996-07-15
63,zoeortiz,zoeortiz@example.com,REDACTED,Zoe,Ortiz,1999-07-13
64,rowandiaz,rowandiaz@example.com,REDACTED,Rowan,Diaz,1998-04-22
65,linaramos,linaramos@example.com,REDACTED,Lina,Ramos,2002-05-22
66,reesebell,reesebell@example.com,REDACTED,Reese,Bell,2001-06-02
67,alexpatel1,alexpatel1@example.com,REDACTED,Alex,Patel,2003-12-06
68,mayagonzalez1,mayagonzalez1@example.com,REDACTED,Maya,Gonzalez,2003-08-02
69,rileydiaz,rileydiaz@example.com,REDACTED,Riley,Diaz,1997-07-18
70,linaward,linaward@example.com,REDACTED,Lina,Ward,2003-05-16
71,blakecruz,blakecruz@example.com,REDACTED,Blake,Cruz,1996-12-24
72,jamiebailey,jamiebailey@example.com,REDACTED,Jamie,Bailey,2005-10-10
73,rowanward,rowanward@example.com,REDACTED,Rowan,Ward,2003-08-21
74,rileywatson,rileywatson@example.com,REDACTED,Riley,Watson,1997-02-18
75,aaronbailey,aaronbailey@example.com,REDACTED,Aaron,Bailey,1997-10-13
76,christorres,christorres@example.com,REDACTED,Chris,Torres,2005-05-23
77,reesegonzalez,reesegonzalez@example.com,REDACTED,Reese,Gonzalez,2002-09-04
78,ninagonzalez,ninagonzalez@example.com,REDACTED,Nina,Gonzalez,2003-10-26
79,ninascott1,ninascott1@example.com,REDACTED,Nina,Scott,1999-07-28
80,averymurphy,averymurphy@example.com,REDACTED,Avery,Murphy,2000-08-03
81,alexcooper,alexcooper@example.com,REDACTED,Alex,Cooper,1999-04-26
82,alexford,alexford@example.com,REDACTED,Alex,Ford,1995-01-10
83,drewbrooks,drewbrooks@example.com,REDACTED,Drew,Brooks,2002-01-28
84,chrisgomez,chrisgomez@example.com,REDACTED,Chris,Gomez,1997-01-03
85,harperprice,harperprice@example.com,REDACTED,Harper,Price,2003-01-05
86,evanbell,evanbell@example.com,REDACTED,Evan,Bell,2002-02-27
87,mayawatson,mayawatson@example.com,REDACTED,Maya,Watson,2004-03-24
88,chrisjames,chrisjames@example.com,REDACTED,Chris,James,2005-12-26
89,quinncooper,quinncooper@example.com,REDACTED,Quinn,Cooper,2001-10-25
90,maxtorres,maxtorres@example.com,REDACTED,Max,Torres,2000-01-16
91,cameronbell,cameronbell@example.com,REDACTED,Cameron,Bell,1999-10-01
92,finleyford,finleyford@example.com,REDACTED,Finley,Ford,2003-10-01
93,devonkim,devonkim@example.com,REDACTED,Devon,Kim,2000-09-04
94,maxtorres1,maxtorres1@example.com,REDACTED,Max,Torres,2001-04-22
95,jamiekelly,jamiekelly@example.com,REDACTED,Jamie,Kelly,2003-10-11
96,chrisramos,chrisramos@example.com,REDACTED,Chris,Ramos,2001-09-15
97,harpertorres,harpertorres@example.com,REDACTED,Harper,Torres,1991-11-07
98,averyramos,averyramos@example.com,REDACTED,Avery,Ramos,1985-12-13
99,maxcook,maxcook@example.com,REDACTED,Max,Cook,1987-12-11
100,morganprice,morganprice@example.com,REDACTED,Morgan,Price,1991-09-02
101,noahprice,noahprice@example.com,REDACTED,Noah,Price,1995-02-11
102,peytonflores,peytonflores@example.com,REDACTED,Peyton,Flores,1985-05-27
103,averykelly,averykelly@example.com,REDACTED,Avery,Kelly,1985-08-10
104,skylermendoza,skylermendoza@example.com,REDACTED,Skyler,Mendoza,1995-10-23
105,irabailey,irabailey@example.com,REDACTED,Ira,Bailey,1987-06-06
106,taylorcooper,taylorcooper@example.com,REDACTED,Taylor,Cooper,1995-04-01
107,leereyes,leereyes@example.com,REDACTED,Lee,Reyes,1991-03-21
108,terrywatson,terrywatson@example.com,REDACTED,Terry,Watson,1987-04-16
109,devonjames1,devonjames1@example.com,REDACTED,Devon,James,1990-03-22
110,noahali,noahali@example.com,REDACTED,Noah,Ali,1989-08-20
111,maxlopez,maxlopez@example.com,REDACTED,Max,Lopez,1993-10-03
112,peytongray,peytongray@example.com,REDACTED,Peyton,Gray,1985-11-06
113,logancooper,logancooper@example.com,REDACTED,Logan,Cooper,1992-07-02
114,evansingh,evansingh@example.com,REDACTED,Evan,Singh,1994-03-13
115,robingomez,robingomez@example.com,REDACTED,Robin,Gomez,1989-09-27
116,julesford,julesford@example.com,REDACTED,Jules,Ford,1987-09-02
117,cameronhernandez,cameronhernandez@example.com,REDACTED,Cameron,Hernandez,1992-03-01
118,blakeward,blakeward@example.com,REDACTED,Blake,Ward,1986-04-15
119,reesepark,reesepark@example.com,REDACTED,Reese,Park,1986-02-05
120,patpatel,patpatel@example.com,REDACTED,Pat,Patel,1991-10-21
